Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,days_since_join,Age
PhD,Married,33569.0,1,0,16,2,18,3,0,24,1,1,1,2,8,Yes,No,No,No,No,No,Yes,416,31
Master,Married,36262.0,0,0,88,39,54,64,28,153,1,3,5,3,6,Yes,No,No,No,No,No,Yes,442,31
Basic,Together,22634.0,0,0,2,23,11,8,6,46,1,2,1,2,8,No,No,No,No,No,No,No,689,48
2n Cycle,Married,47025.0,0,1,508,11,59,23,5,29,5,11,1,6,9,No,No,No,No,No,No,No,362,36
Graduation,Single,70566.0,0,1,381,28,215,84,28,21,2,6,5,9,3,No,No,No,No,No,No,No,544,46
PhD,Married,31605.0,1,0,74,0,42,2,1,6,2,2,1,4,7,No,No,No,No,No,No,No,744,35
Master,Divorced,52034.0,1,1,146,0,93,7,13,73,5,4,2,5,7,No,No,No,No,No,No,No,568,41
Graduation,Single,48526.0,1,0,23,17,23,43,20,9,1,2,1,4,3,No,No,No,No,No,No,No,347,35
Graduation,Married,46734.0,0,1,110,5,137,26,23,29,2,6,1,5,7,No,No,No,No,No,No,No,748,60
Graduation,Divorced,39552.0,1,1,165,3,147,4,24,41,7,6,2,5,8,No,No,No,No,No,No,Yes,718,52
Graduation,Single,86358.0,1,1,957,47,494,82,47,95,4,5,3,6,8,No,No,No,No,No,No,No,850,48
Graduation,Together,46931.0,2,1,41,0,17,3,1,16,2,1,1,3,3,No,No,No,No,No,No,No,226,37
Basic,Single,16581.0,0,0,1,3,4,2,3,11,1,0,0,3,4,No,No,No,No,No,No,No,370,29
2n Cycle,Divorced,63998.0,0,0,176,29,818,0,33,112,1,7,6,11,4,No,No,No,No,No,No,Yes,351,62
Master,Married,67381.0,0,1,815,8,53,11,0,70,4,2,2,9,7,No,Yes,No,No,No,No,No,690,63
Graduation,Single,25930.0,1,1,6,1,2,2,0,4,1,1,0,2,7,No,No,No,No,No,No,No,422,47
Graduation,Married,42693.0,1,0,8,4,20,6,3,16,1,1,0,3,5,No,No,No,No,No,No,No,153,36
Graduation,Together,85606.0,0,1,717,42,864,219,30,84,2,6,7,9,3,No,No,No,Yes,No,No,No,725,38
Graduation,Single,72903.0,0,0,1067,138,750,0,19,39,1,7,5,8,4,No,Yes,Yes,Yes,No,No,Yes,403,29
2n Cycle,Together,49669.0,1,0,166,5,107,11,8,29,2,5,1,6,6,No,No,No,No,No,No,No,196,40
PhD,Married,36778.0,1,1,29,4,34,2,4,4,3,3,0,3,9,No,No,No,No,No,No,No,942,46
PhD,Divorced,85696.0,0,0,714,76,395,116,0,12,1,4,6,9,1,No,No,No,No,No,No,Yes,641,52
Master,Divorced,10979.0,0,0,8,4,10,2,2,4,2,3,0,3,5,No,No,No,No,No,No,No,198,25
Graduation,Married,49678.0,0,1,229,5,56,3,2,20,2,6,2,4,7,No,No,No,No,No,No,No,672,53
Master,Together,56129.0,0,1,320,48,133,39,72,48,4,6,2,10,4,No,No,No,No,No,No,No,534,61
Graduation,Married,37155.0,1,0,23,0,26,7,15,3,1,2,0,4,5,No,No,No,No,No,No,No,674,25
2n Cycle,Divorced,21282.0,1,0,1,5,8,4,8,20,2,2,1,2,6,No,No,No,No,No,No,No,31,36
PhD,Single,33419.0,0,1,56,0,12,0,0,18,2,2,0,4,7,No,No,No,No,No,No,No,476,52
Graduation,Widow,63285.0,0,0,508,124,249,50,38,134,1,6,5,13,3,No,No,No,No,No,No,No,574,69
Master,Together,21255.0,1,0,29,0,25,2,2,3,4,2,1,4,4,No,No,No,No,No,No,No,319,40
Graduation,Together,42162.0,1,0,46,7,59,2,4,27,2,3,1,3,6,Yes,No,No,No,No,No,Yes,382,33
Graduation,Together,54450.0,1,1,454,0,171,8,19,32,12,9,2,8,8,No,No,No,No,No,No,No,813,58
PhD,Married,57744.0,0,1,350,3,39,0,0,19,2,9,1,4,8,No,No,No,No,No,No,No,360,60
Graduation,Single,26576.0,1,0,10,0,8,0,0,9,1,1,0,2,9,Yes,No,No,No,No,No,Yes,784,28
PhD,Widow,57513.0,0,0,735,40,183,52,20,30,2,9,3,13,6,No,No,No,No,No,No,No,547,71
Graduation,Together,68142.0,0,1,897,126,196,91,112,37,3,10,4,7,6,No,No,No,No,No,No,No,829,50
Graduation,Married,7500.0,0,1,5,2,3,3,0,5,1,1,0,2,8,No,No,No,No,No,No,No,829,35
Graduation,Together,83145.0,0,0,777,35,731,39,137,114,1,5,9,11,2,No,No,Yes,No,No,No,Yes,805,40
Master,Married,54197.0,0,1,162,6,37,6,13,13,2,1,3,6,1,No,No,No,No,No,No,No,277,54
PhD,Single,23091.0,1,1,35,0,11,0,0,2,4,2,1,3,7,No,No,No,No,No,No,No,192,51
Graduation,Married,46049.0,1,1,342,9,112,19,14,19,10,5,2,9,7,No,No,No,No,No,No,Yes,503,38
Graduation,Together,56715.0,0,0,258,105,239,237,172,9,1,7,3,4,4,No,No,No,No,No,No,No,938,40
Graduation,Married,79410.0,0,0,658,80,483,123,13,13,1,3,2,5,1,No,No,No,No,No,No,No,191,53
Graduation,Married,57304.0,0,1,356,80,329,138,17,106,2,7,6,10,5,No,No,No,No,No,No,No,398,63
Graduation,Married,44375.0,0,1,213,5,28,7,7,41,1,4,1,6,5,No,No,No,No,No,No,No,258,49
Graduation,Together,54450.0,1,1,454,0,171,8,19,32,12,9,2,8,8,No,No,No,No,No,No,No,813,58
Graduation,Married,59594.0,0,1,457,4,29,0,0,9,1,8,1,7,7,No,Yes,No,No,No,No,No,777,49
Graduation,Together,80685.0,0,0,241,45,604,34,26,54,1,6,4,10,2,No,No,No,No,No,No,No,836,20
PhD,Married,40344.0,0,1,210,0,6,0,0,2,2,4,1,5,7,No,No,No,No,No,No,No,419,40
Graduation,Married,62710.0,0,1,441,35,83,7,29,11,4,4,2,12,4,No,No,No,No,No,No,No,562,42
2n Cycle,Married,48985.0,0,1,19,13,18,10,7,8,1,1,1,3,3,No,No,No,No,No,No,No,578,46
Graduation,Together,35322.0,1,2,28,9,37,12,7,13,3,2,0,4,8,No,No,No,No,No,No,No,836,46
Graduation,Married,77142.0,0,0,476,75,162,29,151,97,1,4,4,8,2,No,No,No,No,No,No,No,556,66
Graduation,Single,81657.0,0,0,364,40,425,158,60,50,1,3,4,8,1,No,No,No,No,No,No,No,318,45
Basic,Married,14421.0,0,0,0,0,2,3,3,8,1,1,0,2,5,Yes,No,No,No,No,No,No,292,18
2n Cycle,Married,20130.0,0,0,0,6,3,7,6,12,1,1,0,3,8,No,No,No,No,No,No,No,264,40
PhD,Married,74214.0,0,0,863,83,547,86,99,33,1,8,2,5,5,No,No,No,No,No,No,No,832,24
Master,Married,66726.0,1,1,349,7,35,0,0,47,3,8,2,4,7,No,Yes,No,No,No,No,No,5,57
Basic,Together,23724.0,1,0,5,23,15,0,18,14,2,2,0,3,8,No,No,No,No,No,No,No,492,35
Master,Married,47353.0,0,1,184,2,19,8,8,4,3,2,2,6,5,No,No,No,No,No,No,No,388,54
Master,Married,33444.0,1,1,8,0,8,0,0,2,1,1,0,2,8,No,No,No,No,No,No,No,1000,62
Graduation,Married,54386.0,0,1,277,21,64,62,21,25,2,3,2,10,3,No,No,No,No,No,No,No,568,33
Graduation,Divorced,28510.0,1,1,44,5,19,0,4,19,3,2,0,4,5,No,No,No,No,No,No,No,602,33
Master,Single,90638.0,0,0,1156,120,915,94,144,96,1,3,4,10,1,No,No,Yes,No,No,No,No,296,23
Graduation,Together,48070.0,0,1,373,14,83,6,9,19,3,8,2,6,7,No,No,No,No,No,Yes,No,692,64
Graduation,Married,43140.0,0,1,134,8,76,6,0,11,1,4,1,5,6,No,No,No,No,No,No,No,584,57
PhD,Divorced,54959.0,0,1,1148,0,60,0,0,24,3,9,5,4,7,No,Yes,No,No,No,No,Yes,686,53
Basic,Single,15056.0,1,1,6,12,3,21,6,40,5,2,2,3,5,No,No,No,No,No,No,No,641,56
Graduation,Single,26954.0,1,0,4,1,11,0,0,1,1,1,0,2,7,No,No,No,No,No,No,No,123,43
Graduation,Single,22327.0,1,0,5,4,8,2,0,5,1,1,0,3,5,No,No,No,No,No,No,No,666,29
Graduation,Married,44393.0,1,1,24,2,20,2,2,10,2,1,0,4,4,No,No,No,No,No,No,No,471,49
PhD,Single,62000.0,0,1,899,0,101,0,0,20,1,6,6,13,4,No,No,No,Yes,No,No,No,468,62
PhD,Together,31497.0,0,1,108,1,28,13,1,4,2,3,1,4,8,No,No,No,No,No,No,No,907,52
2n Cycle,Married,45894.0,0,2,27,2,7,0,2,13,1,1,0,3,5,No,No,No,No,No,No,No,282,40
Master,Divorced,78579.0,0,0,816,66,549,216,66,99,1,5,6,4,3,No,No,No,No,No,No,Yes,714,44
Master,Widow,67369.0,0,1,1298,0,70,37,14,42,4,7,4,10,4,No,Yes,Yes,No,No,No,Yes,749,45
Graduation,Divorced,58401.0,0,1,10,0,11,17,29,29,1,1,2,2,4,No,No,No,No,No,No,No,230,54
Graduation,Single,62307.0,0,1,87,13,34,10,6,10,1,4,0,4,5,No,No,No,No,No,No,No,292,62
Master,Married,43641.0,1,1,57,2,51,4,2,23,3,2,1,4,6,No,No,No,No,No,No,No,593,45
Master,Divorced,63841.0,0,1,635,15,100,20,7,131,1,9,3,9,6,No,No,No,No,No,No,No,594,46
2n Cycle,Married,46891.0,0,1,43,12,23,29,15,61,1,2,1,4,4,No,No,No,No,No,No,No,696,49
Master,Married,70091.0,1,0,964,34,137,15,0,11,2,5,2,10,8,No,Yes,No,No,No,No,No,615,45
PhD,Married,78075.0,0,0,572,8,259,34,35,80,1,3,5,5,1,No,No,No,No,No,No,No,216,42
2n Cycle,Widow,59184.0,0,1,341,142,113,259,151,66,3,6,6,12,5,No,No,No,No,No,No,No,818,53
Graduation,Married,54809.0,1,1,63,6,57,13,13,22,4,2,1,5,4,No,No,No,No,No,No,No,392,37
Graduation,Married,58113.0,0,1,221,104,169,102,78,84,3,9,2,8,7,No,No,No,No,No,Yes,No,680,55
Master,Married,51412.0,0,1,140,3,29,4,5,14,2,3,2,4,4,No,No,No,No,No,No,No,340,56
Graduation,Divorced,15287.0,1,0,1,2,8,4,3,13,2,1,1,2,7,Yes,No,No,No,No,No,Yes,787,35
Master,Together,66636.0,0,0,291,10,689,84,10,0,1,3,4,9,1,No,No,No,No,No,No,No,476,57
Master,Married,50965.0,0,1,544,13,85,8,6,29,3,10,4,5,8,Yes,No,No,No,No,No,No,654,58
PhD,Married,84618.0,0,0,684,100,801,21,66,0,1,6,9,10,2,No,No,Yes,No,No,No,No,379,49
Graduation,Married,18351.0,0,0,1,12,9,0,14,7,1,2,0,3,7,No,No,No,No,No,No,No,403,24
PhD,Together,40451.0,0,2,35,0,4,0,0,10,1,1,1,2,5,Yes,No,No,No,No,No,No,293,57
Graduation,Together,36317.0,0,1,87,3,25,3,2,13,2,3,0,4,7,No,No,No,No,No,No,No,563,49
Graduation,Together,42213.0,0,1,309,3,24,4,3,20,2,5,1,7,7,No,Yes,No,No,No,No,No,361,57
Graduation,Together,65748.0,0,1,172,73,93,95,78,34,2,2,4,10,1,No,No,No,No,No,Yes,No,600,59
Graduation,Together,77044.0,0,1,625,38,242,50,34,76,2,7,11,11,4,Yes,No,No,No,No,No,No,405,42
Graduation,Together,74918.0,0,0,972,59,913,25,19,59,1,5,9,6,3,No,No,Yes,No,No,No,No,368,45
Graduation,Married,56721.0,1,1,157,6,39,6,13,75,5,4,1,5,6,No,No,No,No,No,No,No,766,42
Graduation,Single,42160.0,1,1,48,9,45,3,15,20,4,2,1,4,6,No,No,No,No,No,No,Yes,526,39
Graduation,Single,61559.0,0,1,279,83,88,32,14,34,1,4,2,10,3,No,No,No,No,No,No,No,507,49
PhD,Together,33629.0,1,1,132,0,16,0,0,4,5,3,1,4,9,No,No,No,No,No,No,No,850,51
PhD,Together,68682.0,0,0,919,0,505,99,30,45,1,4,9,10,2,No,No,No,No,No,No,No,544,23
Graduation,Single,34377.0,0,1,62,0,22,3,1,26,2,2,2,2,7,No,No,No,No,No,No,No,686,51
Basic,Single,8940.0,1,0,1,45,3,4,6,42,3,3,1,3,8,No,No,No,No,No,No,No,836,28
Graduation,Married,26228.0,1,0,2,6,4,3,1,9,1,1,0,2,8,No,No,No,No,No,No,No,440,41
2n Cycle,Divorced,77297.0,0,0,408,61,109,48,122,41,1,5,7,9,4,No,No,No,Yes,No,No,No,679,57
Graduation,Married,40211.0,1,1,51,1,7,2,1,25,2,2,1,2,8,Yes,No,No,No,No,No,No,494,33
PhD,Widow,33438.0,1,1,62,1,16,3,2,6,4,2,1,4,5,No,No,No,No,No,No,No,440,56
PhD,Married,75032.0,0,1,952,12,180,47,12,12,2,5,4,9,3,No,No,No,No,No,No,No,587,55
PhD,Single,61284.0,0,0,618,15,106,20,7,45,1,11,2,8,6,No,Yes,No,No,No,No,No,361,59
Graduation,Married,22518.0,1,0,11,7,12,2,2,27,2,2,1,2,5,Yes,No,No,No,No,No,Yes,775,28
Master,Married,54730.0,0,1,318,3,17,4,7,56,5,4,1,8,4,No,No,No,No,No,No,No,478,39
Master,Married,38452.0,1,1,56,0,14,0,0,2,3,3,0,3,7,No,No,No,No,No,No,No,251,59
Graduation,Divorced,44421.0,1,1,110,5,59,7,1,7,5,5,0,4,8,No,No,No,No,No,No,No,659,43
PhD,Together,38197.0,1,0,23,0,11,2,1,3,1,1,0,3,5,No,No,No,No,No,No,No,525,28
Graduation,Divorced,41986.0,0,1,27,5,8,8,3,12,3,3,0,4,4,No,No,No,No,No,No,No,95,36
Graduation,Together,28427.0,1,0,18,3,19,3,3,6,2,2,0,3,8,No,No,No,No,No,No,No,625,31
PhD,Together,37395.0,1,0,18,0,9,0,1,11,1,1,0,3,6,No,No,No,No,No,No,No,304,38
Graduation,Married,64722.0,1,0,303,0,280,60,147,15,4,8,2,11,6,No,No,No,No,No,No,No,194,43
Master,Together,55249.0,0,1,97,1,19,2,0,11,1,2,1,4,3,No,No,No,No,No,No,No,233,58
Graduation,Together,84906.0,0,0,997,15,414,99,30,76,1,5,6,12,2,No,Yes,Yes,No,Yes,No,No,605,42
Graduation,Married,28691.0,1,0,5,4,13,8,0,4,1,1,0,3,8,No,No,No,No,No,No,No,608,25
Graduation,Single,44213.0,1,1,95,11,35,0,4,7,4,2,1,5,6,No,No,No,No,No,No,No,372,62
Basic,Single,25707.0,1,0,1,6,2,3,6,3,1,1,0,3,7,No,No,No,No,No,No,No,322,30
PhD,Married,59062.0,2,1,46,1,12,3,0,9,2,2,0,3,4,No,No,No,No,No,No,No,636,47
Graduation,Single,76624.0,0,1,411,106,147,54,115,66,1,5,10,7,1,Yes,No,No,No,No,No,No,196,52
Master,Together,66000.0,0,0,244,51,270,101,0,45,1,1,3,5,1,No,No,No,No,No,No,No,230,67
PhD,Together,27683.0,1,0,152,9,121,12,12,45,4,6,2,4,8,No,No,No,No,No,No,No,972,36
Graduation,Divorced,1730.0,0,0,1,1,3,1,1,1,15,0,0,0,20,No,No,No,No,No,No,No,202,43
Basic,Single,7500.0,1,0,10,17,18,8,26,40,4,3,2,2,9,No,No,No,No,No,No,No,999,22
Graduation,Together,40521.0,1,1,12,0,5,0,0,4,1,0,1,2,5,No,No,No,No,No,No,No,581,46
PhD,Together,20427.0,1,0,5,0,4,0,0,1,1,1,0,2,8,No,No,No,No,No,No,No,257,41
Graduation,Married,65106.0,0,1,790,19,133,12,0,19,3,8,3,13,6,No,Yes,No,No,No,No,No,196,39
PhD,Married,69969.0,0,0,882,29,514,38,29,44,1,4,2,6,3,No,No,Yes,Yes,No,No,Yes,466,49
Graduation,Married,67433.0,0,2,615,28,259,12,48,30,4,6,5,13,4,No,Yes,No,No,No,No,No,508,62
PhD,Married,77766.0,0,1,1004,59,265,115,59,27,2,11,10,11,6,Yes,No,No,No,No,No,Yes,652,47
Graduation,Married,74716.0,0,1,133,27,421,13,195,71,2,7,3,5,4,No,No,No,No,No,No,No,362,42
Graduation,Divorced,68118.0,0,1,595,23,123,10,23,154,2,8,9,4,6,No,No,No,No,No,No,No,414,51
PhD,Married,55158.0,1,1,293,0,87,4,11,23,4,7,2,5,7,No,No,No,No,No,No,Yes,859,44
2n Cycle,Married,62972.0,0,1,313,15,47,20,0,192,2,7,4,3,6,No,No,No,No,No,No,Yes,1003,59
Graduation,Married,74190.0,0,1,151,81,86,168,91,64,2,4,2,11,2,No,No,No,No,No,No,No,1,39
Graduation,Married,39356.0,1,1,15,0,2,0,0,6,1,1,0,2,6,Yes,No,No,No,No,No,No,262,38
Graduation,Together,76653.0,0,0,736,63,946,219,189,126,1,4,7,11,2,No,No,Yes,Yes,No,No,No,477,45
PhD,Divorced,35860.0,1,1,15,0,8,4,2,20,2,1,1,2,5,Yes,No,No,No,No,No,No,201,41
PhD,Divorced,90687.0,0,0,982,17,672,23,34,51,1,6,2,8,2,No,No,Yes,No,No,No,Yes,563,31
Master,Together,73450.0,0,0,1142,51,415,90,69,37,1,7,8,11,3,Yes,No,No,Yes,No,No,No,573,32
Graduation,Married,31454.0,1,1,28,0,11,0,0,9,3,2,0,3,8,No,No,No,No,No,No,No,547,54
Graduation,Single,47139.0,1,1,46,0,12,0,2,23,2,2,1,2,7,No,No,No,No,No,No,Yes,186,62
Graduation,Divorced,83829.0,0,0,897,161,430,186,161,27,0,4,7,6,1,Yes,No,Yes,Yes,No,No,Yes,483,39
PhD,Married,53378.0,1,1,489,6,152,8,6,132,10,9,4,6,8,No,No,No,No,No,No,Yes,803,51
Graduation,Together,19656.0,1,0,25,4,9,6,8,32,3,2,1,3,7,No,No,No,No,No,No,No,491,44
PhD,Married,45579.0,0,1,145,1,33,2,1,1,1,4,1,4,6,No,No,No,No,No,No,No,473,66
2n Cycle,Single,85485.0,0,0,630,26,611,44,18,54,1,6,6,6,2,No,No,No,No,No,No,No,168,56
Graduation,Married,55956.0,0,0,760,38,104,50,9,38,2,7,3,4,4,No,Yes,No,No,No,No,No,155,70
Master,Single,64191.0,0,1,420,15,186,151,38,15,3,5,3,13,3,No,No,No,No,No,No,No,683,51
Graduation,Single,38808.0,1,0,125,17,52,3,19,30,4,5,1,4,8,Yes,No,No,No,No,No,Yes,832,42
Master,Married,57183.0,1,1,464,5,64,7,0,70,8,9,1,7,8,No,No,No,No,No,No,No,627,48
Master,Divorced,23748.0,1,0,6,6,29,12,15,8,3,2,1,3,8,No,No,No,No,No,No,No,745,46
Graduation,Married,66303.0,0,1,1090,12,96,16,12,60,4,3,4,11,8,No,Yes,No,No,No,No,No,648,43
Master,Married,37368.0,1,0,3,2,11,2,2,10,1,1,0,2,6,Yes,No,No,No,No,No,No,355,39
Graduation,Married,40800.0,1,2,24,0,27,8,30,10,2,3,0,3,7,No,No,No,No,No,Yes,No,704,50
Graduation,Divorced,71847.0,0,0,737,21,106,55,63,210,0,6,7,9,3,No,No,No,Yes,No,No,No,806,36
Graduation,Married,46149.0,0,1,254,6,71,4,0,27,5,5,1,7,5,No,No,No,No,No,No,No,372,39
Graduation,Together,78687.0,0,0,817,185,687,145,55,241,1,4,6,8,2,No,No,Yes,No,No,No,Yes,819,31
2n Cycle,Divorced,49118.0,0,0,620,54,239,99,98,119,2,9,7,10,7,No,Yes,No,No,Yes,No,Yes,840,43
PhD,Married,37633.0,1,1,13,4,20,0,0,1,2,1,0,3,9,No,No,No,No,No,No,No,807,57
Master,Together,39767.0,0,0,113,61,204,34,26,47,2,7,1,7,8,No,No,No,No,No,No,No,503,63
Basic,Married,26997.0,0,0,7,23,78,133,49,144,2,4,2,5,7,No,No,No,No,No,No,No,939,63
Graduation,Divorced,33986.0,1,0,16,2,18,2,1,5,1,1,0,3,7,No,No,No,No,No,No,No,632,44
PhD,Married,57091.0,0,1,462,0,24,6,0,4,2,9,2,5,7,No,Yes,No,No,No,No,Yes,743,42
2n Cycle,Married,46831.0,1,1,22,2,10,6,4,34,2,1,2,2,4,No,No,No,No,No,No,No,487,45
Master,Married,83151.0,0,0,968,147,842,137,42,210,1,5,7,10,2,Yes,No,Yes,Yes,No,No,Yes,430,42
Graduation,Married,52531.0,0,0,283,112,151,51,72,125,2,7,2,10,6,No,No,No,No,No,No,No,706,43
Graduation,Married,15759.0,0,0,1,2,5,6,0,3,1,1,0,2,7,No,No,No,No,No,No,No,576,58
Graduation,Single,22804.0,1,0,14,1,7,2,1,1,1,2,0,2,9,No,No,No,No,No,No,No,493,43
2n Cycle,Married,43050.0,1,0,30,5,24,6,3,8,2,2,0,4,5,No,No,No,No,No,No,No,263,41
PhD,Single,42997.0,1,1,4,0,5,0,1,5,1,1,0,2,7,No,No,No,No,No,No,No,512,37
PhD,Single,48918.0,1,1,52,0,9,0,0,1,2,1,0,4,4,No,No,No,No,No,No,No,2,51
Master,Together,60033.0,0,1,62,1,57,19,11,48,2,2,1,5,2,No,No,No,No,No,No,No,252,60
PhD,Together,34043.0,1,0,20,2,14,3,0,10,1,2,0,2,9,No,No,No,No,No,No,No,407,36
Graduation,Together,57811.0,0,1,545,7,114,37,21,78,5,7,2,11,5,No,Yes,No,No,No,No,No,530,48
Graduation,Married,78569.0,0,0,558,79,622,207,175,95,1,4,6,4,1,No,No,Yes,No,No,No,Yes,290,68
Graduation,Single,7500.0,1,1,6,5,4,13,4,25,4,2,1,3,6,No,No,No,No,No,No,No,709,36
Master,Together,157733.0,1,0,39,1,9,2,0,8,0,1,0,1,1,No,No,No,No,No,No,No,609,43
Graduation,Together,94384.0,0,0,1111,24,790,160,45,172,0,5,8,5,2,No,Yes,Yes,Yes,No,No,Yes,612,61
2n Cycle,Married,23148.0,0,0,4,6,8,6,3,10,1,2,0,3,7,No,No,No,No,No,No,No,291,29
Graduation,Divorced,44267.0,1,1,183,5,65,3,5,49,5,5,2,4,9,No,No,No,No,No,No,No,649,44
Graduation,Married,71626.0,0,0,546,72,376,94,145,72,1,5,5,8,3,No,Yes,No,No,No,No,No,1060,35
Graduation,Together,60894.0,0,1,606,7,155,10,0,54,5,10,3,8,7,No,No,No,No,No,No,No,526,48
Graduation,Together,50200.0,1,1,266,6,51,8,6,64,6,7,1,5,8,No,No,No,No,No,No,No,642,38
PhD,Married,81051.0,0,0,1142,29,249,38,29,14,1,5,5,12,2,No,Yes,Yes,No,No,No,No,197,49
Graduation,Married,65169.0,0,0,1074,0,69,0,0,46,1,10,4,13,6,Yes,No,Yes,Yes,Yes,No,Yes,326,32
Graduation,Together,59868.0,0,1,771,51,154,54,10,154,7,11,2,12,6,No,No,No,No,No,No,No,502,42
PhD,Married,65695.0,0,1,371,32,189,0,58,6,2,5,4,10,4,No,No,No,No,No,No,No,309,54
Master,Single,64857.0,0,0,556,14,717,210,0,43,1,7,5,10,4,No,No,No,No,No,No,No,743,58
Master,Together,45143.0,0,1,202,5,74,11,5,14,3,6,1,5,7,No,No,No,No,No,No,No,467,49
2n Cycle,Together,74805.0,0,1,209,162,209,41,162,37,5,4,7,10,2,No,No,No,No,No,No,No,543,59
2n Cycle,Married,59060.0,1,0,35,40,111,36,40,12,3,3,1,7,4,No,No,No,No,No,No,No,35,25
PhD,Single,27238.0,1,1,37,0,17,0,0,3,3,3,0,3,9,No,No,No,No,No,No,No,595,52
Graduation,Together,47009.0,0,1,171,45,73,59,10,90,4,3,2,8,4,No,No,No,No,No,No,No,695,49
2n Cycle,Married,46094.0,1,1,12,2,20,3,2,5,1,1,0,3,7,No,No,No,No,No,No,No,61,41
Graduation,Married,40321.0,1,1,44,4,21,6,0,27,2,3,0,3,7,No,No,No,No,No,No,No,495,42
Graduation,Together,37235.0,1,0,20,2,9,4,6,20,1,1,1,2,4,No,No,No,No,No,No,No,338,30
Master,Married,81843.0,0,0,779,86,537,34,69,138,1,5,9,12,3,No,No,No,No,No,No,No,593,54
Master,Together,46692.0,0,1,170,6,97,24,12,88,3,6,1,5,6,No,No,No,No,No,No,No,548,56
Graduation,Together,77382.0,0,1,491,48,231,112,105,134,2,5,7,12,1,No,No,Yes,No,No,No,No,158,46
Graduation,Single,37774.0,2,0,173,8,107,7,2,176,4,7,2,3,9,Yes,No,No,No,No,Yes,Yes,1002,37
Basic,Married,18393.0,1,0,7,10,13,16,0,4,2,3,0,3,8,No,No,No,No,No,No,No,252,40
Master,Married,72828.0,0,1,1205,0,235,19,14,205,6,6,3,13,7,No,No,No,No,No,No,No,660,52
Graduation,Married,24711.0,0,0,10,7,25,6,3,7,1,3,0,3,7,No,No,No,No,No,No,No,232,32
PhD,Married,45503.0,1,0,97,4,44,6,1,18,1,3,1,4,5,No,No,No,No,No,No,No,437,39
Master,Single,6560.0,0,0,67,11,26,4,3,262,0,1,0,1,17,No,No,No,No,No,No,No,359,32
PhD,Together,71604.0,0,0,345,53,528,98,75,97,1,8,3,5,4,Yes,No,No,No,No,No,Yes,384,69
Graduation,Married,27244.0,1,0,6,5,17,3,24,46,2,2,2,2,7,No,No,No,No,No,No,No,156,35
Graduation,Married,48752.0,1,1,73,57,100,71,15,0,5,6,1,5,9,No,No,No,No,No,No,Yes,724,45
Graduation,Married,71434.0,0,1,711,36,217,172,96,168,3,7,4,7,4,No,Yes,No,Yes,No,No,No,444,52
Graduation,Single,90842.0,0,0,774,70,118,182,187,93,1,4,9,13,1,No,No,No,No,No,No,No,495,66
Master,Married,88097.0,1,0,163,0,480,0,126,75,1,6,5,8,9,No,Yes,Yes,Yes,No,No,Yes,840,36
Graduation,Married,51948.0,0,1,82,33,54,71,30,41,2,5,2,4,5,No,No,No,No,No,No,No,445,39
Graduation,Together,71853.0,0,0,358,108,413,141,97,32,1,2,8,6,1,No,No,No,No,No,No,No,488,32
Master,Married,35876.0,0,0,66,2,40,4,3,14,1,3,1,3,6,No,No,No,No,No,No,No,230,31
Graduation,Widow,40049.0,0,1,13,6,7,0,3,3,1,1,0,3,6,No,No,No,No,No,No,No,416,62
Graduation,Single,39660.0,1,0,139,13,78,20,13,36,3,7,1,3,9,No,No,No,No,No,No,Yes,850,32
Graduation,Together,50127.0,0,1,274,0,21,4,6,15,1,5,1,6,6,No,Yes,No,No,No,No,No,191,52
Master,Married,43263.0,0,1,262,6,61,0,10,102,3,5,2,6,5,No,No,No,No,No,No,No,745,37
Master,Married,62845.0,1,1,1099,0,45,0,0,34,11,3,4,10,8,No,Yes,No,No,No,No,Yes,1061,65
Graduation,Married,18929.0,0,0,32,0,8,23,4,18,1,1,0,4,6,No,No,No,No,No,No,No,658,24
Basic,Single,24367.0,1,0,2,4,2,0,11,5,1,1,0,2,9,No,No,No,No,No,No,No,626,32
Graduation,Single,33249.0,1,0,6,10,21,19,14,42,2,2,1,3,6,No,No,No,No,No,No,No,654,39
2n Cycle,Married,26887.0,0,1,6,7,4,3,4,6,1,1,0,3,6,No,No,No,No,No,No,No,430,55
PhD,Married,50150.0,0,0,135,46,92,65,61,11,2,5,2,7,5,No,No,No,No,No,No,No,534,31
Graduation,Together,62061.0,0,1,641,7,84,0,30,38,3,10,4,7,6,No,Yes,No,No,No,No,No,462,38
PhD,Divorced,85696.0,0,0,714,76,395,116,0,12,1,4,6,9,1,No,No,No,No,No,No,Yes,641,52
PhD,Together,76542.0,0,0,794,73,573,0,29,14,1,4,8,10,2,No,No,No,No,No,No,No,616,58
Graduation,Single,70515.0,0,0,420,0,452,182,64,140,1,6,6,4,2,No,No,No,No,No,No,Yes,411,21
Graduation,Together,18227.0,1,0,1,2,7,4,3,11,1,0,1,2,8,No,No,No,No,No,No,No,847,27
Graduation,Married,69139.0,0,1,86,12,75,33,15,6,1,4,1,5,4,No,No,No,No,No,No,No,313,49
